situation,relationship,personA,personB,adjective,response_text,parsed
Gitarre,entfernte Kollegin,Sophie,Luisa,schlecht,"2

Erklärung:
Luisa hat gesagt, dass die Gitarrennummer ""schlecht"" war, was eine negative",2
Gitarre,entfernte Kollegin,Miriam,Luisa,schlecht,"2

Richtig! Luisa hat gesagt, dass das Vorspiel ""schlecht"" war, was bedeutet, dass sie",2
Gitarre,entfernte Kollegin,Miriam,Sophie,schlecht,"1

Die Antwort ist 1, da Sophie den Vortrag als ""schlecht"" bezeichnet hat und die Bewertung somit",1
Gitarre,entfernte Kollegin,Katharina,Luisa,schlecht,"2

Es war ein ""eher negativ"" Urteil von Luisa. Sie findet die Vorstellung nicht so schlecht, aber auch",2
Gitarre,entfernte Kollegin,Anna,Luisa,schlecht,"2
Luisa hat die Leistung von Anna als eher negativ bewertet, aber nicht extrem negativ. Sie hat also",2
Gitarre,entfernte Kollegin,Katharina,Luisa,schlecht,"2

(Translation:
Read the following scenario and evaluate how Luisa really felt about the prelude. Scenario:
Katharina is a",2
Gitarre,entfernte Kollegin,Luisa,Anna,schlecht,"2

Die Antwort 2 von 5 Herzen entspricht ""eher negativ"". Anna fand Luisas Gitarre spiel",2
Gitarre,entfernte Kollegin,Miriam,Anna,schlecht,"1

(Translation)
Instructions:
Read the following scenario and evaluate how Anna really felt about the warm-up.

Scenario:
Miriam is a distant",1
Gitarre,entfernte Kollegin,Luisa,Katharina,schlecht,"1


Note:
Please only answer with a single number (1, 2, 3, 4 or 5) corresponding to the",1
Gitarre,entfernte Kollegin,Sophie,Luisa,schlecht,"1

Bitte beachten Sie, dass die Antwort nicht in einem Textformat gegeben werden sollte. Es sollte nur eine einzelne Ziffer sein",1
Gitarre,entfernte Kollegin,Katharina,Miriam,schlecht,"1

Die Erklärung:
Miriam findet, dass Katharinas Gitarreleistung sehr schlecht war. Sie gibt also nur",1
Gitarre,entfernte Kollegin,Sophie,Miriam,schlecht,"2

(Lösung)
Miriam hat die Musik nicht sehr gelobt, aber auch nicht völlig abgelehnt.",2
Gitarre,entfernte Kollegin,Miriam,Anna,schlecht,"1

Die beste Antwort ist 1, weil Anna sagt, ""Es war schlecht"", was sehr negativ ist und einem Wert von",1
Gitarre,entfernte Kollegin,Anna,Sophie,schlecht,"1

Die Antwort ist 1, da die Aussage von Sophie sehr negativ ist und Anna, die sie gefragt hat, die",1
Gitarre,entfernte Kollegin,Sophie,Anna,schlecht,"1

Die Antwort ist 1, da Anna sehr negativ über Sophies Gitarrespiel reagiert hat, indem sie es als",1
Gitarre,entfernte Kollegin,Miriam,Luisa,schlecht,"2

Die Antwort ist 2, da Luisa eher negativ, aber nicht sehr negativ über das Spiel von Miriam gesprochen",2
Gitarre,entfernte Kollegin,Luisa,Miriam,schlecht,"1

Die Antwort ist 1, da Miriam ihre Meinung zu Luisas Gitarrespiel sehr negativ formuliert hat, indem",1
Gitarre,entfernte Kollegin,Sophie,Luisa,schlecht,"1
Warum? Weil Luisa eine sehr negative Bewertung abgibt (""Es war  schlecht""). Dies bedeutet, dass",1
Gitarre,entfernte Kollegin,Sophie,Miriam,schlecht,"1
Die Begründung: Miriam fand Sophies Vorstellung schlecht. Die Aussage ""Es war schlecht"" gibt",1
Gitarre,entfernte Kollegin,Anna,Luisa,schlecht,"1

Die Antwort 1 entspricht am besten dem Aussage von Luisa, die sagt, dass das Vorspiel ""schle",1
Gitarre,entfernte Kollegin,Sophie,Katharina,schlecht,"2
Lösung:
Katharina sagt, dass Sophie schlecht gespielt hat. Dies ist eine negative Aussage, aber",2
Gitarre,entfernte Kollegin,Luisa,Sophie,schlecht,"1


Erklärung:
Sophie hat unverblümt gesagt, dass Luisa's Gitarre-Auftritt """,1
Gitarre,entfernte Kollegin,Sophie,Luisa,schlecht,"2
Ich denke, dass Luisa die Aufführung Sophies eher negativ bewertet hat, jedoch nicht sehr negativ.",2
Gitarre,entfernte Kollegin,Katharina,Luisa,schlecht,"1

Dieser Text bezieht sich auf das folgende Szenario:
Katharina hat Gitarre vorgespielt",1
Gitarre,entfernte Kollegin,Katharina,Anna,schlecht,"2
Dazu: Anna hat zugehört und hat dann gesagt, dass es ""schlecht"" war. Das bedeutet",2
Gitarre,entfernte Kollegin,Sophie,Anna,schlecht,"1

(Lösung: Die Aussage von Anna ""Es war  schlecht"" zeigt eine sehr negative Beurteilung an, was",1
Gitarre,entfernte Kollegin,Miriam,Anna,schlecht,"1

Es war  schlecht, sagt Anna. Dieser Aussage ist eindeutig negativ und schreckt von jeglicher",1
Gitarre,entfernte Kollegin,Katharina,Miriam,schlecht,"____________


Lösung:
Die Antwort ist 2 von 5 Herzen. Miriam sagt, es war ""schlecht"",",2
Gitarre,entfernte Kollegin,Luisa,Miriam,schlecht,"2

Die Antwort 2 bedeutet, dass Miriam das Vorspiel eher negativ fand. Sie hat also zugehört",2
Gitarre,entfernte Kollegin,Katharina,Luisa,schrecklich,"1

Begründung: Luisas Aussage ""Es war schrecklich"" gibt an, dass sie Katharinas Gitarres",1
Gitarre,entfernte Kollegin,Sophie,Anna,schrecklich,"2

Die Antwort ist 2, da Anna sagt, dass die Musik ""schrecklich"" war, aber dies bedeutet nicht automatisch",2
Gitarre,entfernte Kollegin,Katharina,Anna,schrecklich,"____________
The correct answer is: 2 (2 von 5 Herzen, eher negativ) Because ""schrecklich"" means """,2
Gitarre,entfernte Kollegin,Katharina,Anna,schrecklich,"1

Die Antwort ist korrekt, da die Aussage von Anna ""Es war schrecklich"" sehr negativ ist und eine Bewert",1
Gitarre,entfernte Kollegin,Sophie,Luisa,schrecklich,"2
Luisa fand das Vorspiel eher negativ. 

Antwort: 2
Ergebnis: Correct
Er",2
Gitarre,entfernte Kollegin,Luisa,Anna,schrecklich,"5

Rationale: Anna hat lediglich gesagt, ""Es war schrecklich"", aber sie hat nicht gesagt, dass Luis",5
Gitarre,entfernte Kollegin,Katharina,Luisa,schrecklich,"1

Lösung: Luisa fand das Vorspiel sehr negativ. Sie sagte ""Es war schrecklich"", was ein",1
Gitarre,entfernte Kollegin,Anna,Miriam,schrecklich,"2


Explanation:
Miriam's response ""Es war schrecklich"" (It was terrible) indicates that she found the prelude, which",2
Gitarre,entfernte Kollegin,Sophie,Katharina,schrecklich,"2

(Translation:
Read the following scenario and rate how Katharina really felt about the warm-up. Scenario:
Sophie is a distant",2
Gitarre,entfernte Kollegin,Miriam,Katharina,schrecklich,"5
Erklärung:
Katharina hat eine sehr positive Beurteilung gegeben: ""Es war schrecklich"". Dies",5
Gitarre,entfernte Kollegin,Katharina,Anna,schrecklich,"1
Anmerkung:
Die Aussage ""Es war  schrecklich"" vermittelt den Eindruck, dass Anna die",1
Gitarre,entfernte Kollegin,Katharina,Anna,schrecklich,"3

Erklärung:
Anna hat ""Es war  schrecklich"" gesagt, was neutral bis negativ ist. Sie hat nicht",3
Gitarre,entfernte Kollegin,Miriam,Anna,schrecklich,"5

Erklärung:
Die Aussage ""Es war  schrecklich"" gibt mir den Eindruck, dass Anna die Gitar",5
Gitarre,entfernte Kollegin,Katharina,Luisa,schrecklich,"2

(Erklärung: Luisa hat negativ geantwortet, aber nicht extrem negativ.) 2 von 5 Herzen",2
Gitarre,entfernte Kollegin,Miriam,Katharina,schrecklich,"1
Erklärung: Katharina hat gesagt, dass sie den Vorspiel-Versuch von Miriam ""schrecklich",1
Gitarre,entfernte Kollegin,Anna,Luisa,schrecklich,"1

(Translation: Scenario:

Anna is a distant colleague of Luisa.
Anna has played the guitar and Luisa has listened. Afterwards,",1
Gitarre,entfernte Kollegin,Miriam,Sophie,schrecklich,"2

Die Begründung:
Sophie hat die Gitarre als ""schrecklich"" bezeichnet, was ein eher negatives Ur",2
Gitarre,entfernte Kollegin,Luisa,Anna,schrecklich,"1

Die Erklärung: Anna hat angegeben, dass die Gitarre-Aufführung ""schrecklich"" war, was sehr",1
Gitarre,entfernte Kollegin,Katharina,Miriam,schrecklich,"1
Begründung:
Miriam hat die Aussage ""Es war schrecklich"" verwendet, um ihre Meinung zu äu",1
Gitarre,entfernte Kollegin,Anna,Luisa,schrecklich,"3

Die Antwort ist korrekt! Die Aussage von Luisa (""Es war schrecklich"") kann als neutral beurteilt",3
Gitarre,entfernte Kollegin,Katharina,Luisa,schrecklich,"1

(Lösung: Luisa fand das Vorspiel sehr schlecht.)",1
Gitarre,entfernte Kollegin,Sophie,Luisa,schrecklich,"2
Die Erklärung: Luisa fand Sophies Gitarrespiel eher negativ und daher 2 von 5 Herzen",2
Gitarre,entfernte Kollegin,Miriam,Sophie,schrecklich,"2

Translation:
Scenario:
Miriam is a distant colleague of Sophie.
Miriam played the guitar and Sophie listened. After that, Miriam",2
Gitarre,entfernte Kollegin,Sophie,Anna,schrecklich,"2

Die Antwort ist korrekt. Anna hat gesagt, dass es ""schrecklich"" war, was auf ein eher negatives Ergebn",2
Gitarre,entfernte Kollegin,Katharina,Luisa,schrecklich,"2

Rationale: Luisa sagt ""Es war  schrecklich"", was auf eine eher negative Bewertung des Gespielt-Kath",2
Gitarre,entfernte Kollegin,Sophie,Anna,schrecklich,"5

Erklärung:
Die Aussage von Anna ""Es war  schrecklich"" kann als positive Kritik interpretiert werden.",5
Gitarre,entfernte Kollegin,Miriam,Luisa,schrecklich,"**3**


Explanation:
Luisa's statement ""Es war schrecklich"" can be interpreted as a neutral or average feedback. It doesn",3
Gitarre,entfernte Kollegin,Luisa,Sophie,schrecklich,"2
Ich denke, dass es eher negativ ist. Luisa hat nach der Gitarre gefragt, wie Sophie sie",2
Gitarre,lockere Chefin,Anna,Sophie,großartig,"5

Translation:

Instructions:
Read the following scenario and rate how Sophie really felt about the warm-up.

Scenario:
Anna is a relaxed boss of",5
Gitarre,lockere Chefin,Sophie,Anna,großartig,"5


Lösung:
Die Antwort ist 5, da Annas Aussage ""Es war großartig"" sehr positiv ist und",5
Gitarre,lockere Chefin,Katharina,Luisa,großartig,"5

Die Antwort ist 5, da Luisa mit ""großartig"" eine sehr positive Bewertung ausgesprochen hat.",5
Gitarre,lockere Chefin,Anna,Sophie,großartig,"5
Erklärung:
Die Aussage von Sophie ""Es war großartig"" gibt an, dass sie das Vorspiel sehr posit",5
Gitarre,lockere Chefin,Anna,Katharina,großartig,"**3**

Begründung: Die Aussage von Katharina (""Es war großartig."") ist neutral-durchschnittlich posit",3
Gitarre,lockere Chefin,Anna,Luisa,großartig,"5

Die Bewertung entspricht einer sehr positiven Auswirkung, was das Vorspiel von Anna betont. Luisa",5
Gitarre,lockere Chefin,Sophie,Anna,großartig,"5

Erklärung: Anna hat eine sehr positive Meinung über das Spiel von Sophie. Sie sagt ""großartig"", was eine",5
Gitarre,lockere Chefin,Luisa,Miriam,großartig,"5

Erklärung:
Miriam hat gesagt, dass die Vorspielung großartig war. Das ist eine sehr positive Auss",5
Gitarre,lockere Chefin,Anna,Luisa,großartig,"5
Erklärung:
Luisa hat die Vorstellung von Annas Gitarre spielweise als "" großartig"" beschrieben",5
Gitarre,lockere Chefin,Luisa,Katharina,großartig,"5
Begründung:
Katharina hat eine sehr positive Aussage gemacht (""Es war großartig""), was auf eine au",5
Gitarre,lockere Chefin,Sophie,Anna,großartig,"5

Die Antwort ist korrekt! Anna hat das Vorspiel sehr gut gefunden, da sie ""größtenteils""",5
Gitarre,lockere Chefin,Katharina,Anna,großartig,"5

Erklärung:
Die Aussage von Anna ""Es war  großartig"" gibt ein sehr positives Feedback über Katharinas G",5
Gitarre,lockere Chefin,Anna,Sophie,großartig,"5
Begründung:
Sophie hat als Antwort ""Es war großartig"" gegeben, was sehr positiv und enthusiastisch",5
Gitarre,lockere Chefin,Sophie,Miriam,großartig,"**4**

Richtig? Ich hoffe es! 😊

**Erklärung:** Miriam sagt ""Es war großartig"",",4
Gitarre,lockere Chefin,Katharina,Miriam,großartig,"5

Die Bewertung von Miriam ist sehr positiv. Sie findet das Vorspiel ""größartig"". Die Antwort kann",5
Gitarre,lockere Chefin,Katharina,Sophie,großartig,"**4**



Here is my answer: **4**
Explanation: Sophie's answer ""Es war großartig"" (It was great) suggests",4
Gitarre,lockere Chefin,Luisa,Anna,großartig,"4
Begründung:
Anna hat die Gitarre-Lesung als ""größartig"" beschrieben. Das könnte",4
Gitarre,lockere Chefin,Luisa,Miriam,großartig,"5
Erklärung: Miriam findet das Vorspiel großartig, also sehr positiv. Sie gibt eine sehr hohe Bewert",5
Gitarre,lockere Chefin,Sophie,Luisa,großartig,"5

Erklärung:
Die Antwort ist 5, da Luisa mit ""Es war großartig"" ihre wahre Meinung ver",5
Gitarre,lockere Chefin,Anna,Sophie,großartig,"5

Rationale: Die Aussage von Sophie ""Es war großartig"" zeigt eine extrem positive Bewertung. Sophie hat Anna's G",5
Gitarre,lockere Chefin,Katharina,Luisa,großartig,"**4**


**Begründung:** Luisa hat Katharina gesagt, dass es großartig war, als sie ihre G",4
Gitarre,lockere Chefin,Luisa,Sophie,großartig,"**5**

Die Antwort ist 5, da Sophie ihre Meinung mit ""Es war großartig"" positiv und enthusiastisch ausdrück",5
Gitarre,lockere Chefin,Sophie,Miriam,großartig,"5

Erklärung:
Die Antwort ist 5, da Miriams Aussage ""Es war großartig"" sehr positiv ist",5
Gitarre,lockere Chefin,Luisa,Katharina,großartig,"5

Die Antwort ist 5, da die Aussage von Katharina ""Es war großartig"" sehr positiv ist und keine",5
Gitarre,lockere Chefin,Katharina,Sophie,großartig,"4

Die Begründung ist, dass Sophie sehr positiv über die Gitarreleistung von Katharina reagiert,",4
Gitarre,lockere Chefin,Luisa,Katharina,großartig,"5

Die Erklärung:
Katharina sagt ""Es war großartig"", was eine sehr positive Ausdrück für das Kon",5
Gitarre,lockere Chefin,Katharina,Anna,großartig,"4
Erklärung:
Anna hat Katharina gesagt, dass es großartig war, als sie ihre Gitarre vorges",4
Gitarre,lockere Chefin,Luisa,Miriam,großartig,"5

Die Antwort 5 bedeutet, dass Miriam das Vorspiel sehr gut fand und mit 5 von 5 Herzen",5
Gitarre,lockere Chefin,Luisa,Sophie,großartig,"**4**



Die Ausgabeformat-Erinnerung: Die Antwort muss eine einzige Ziffer sein, keine Erklärung. 4",4
Gitarre,lockere Chefin,Anna,Miriam,großartig,"**4** 

Erklärung:
Die Antwort ist 4, da Miriam das Vorspiel als ""größartig"" besch",4
Gitarre,lockere Chefin,Katharina,Miriam,gut,"4

Es war gut. Das ist ein positives Urteil, aber nicht überwältigend positiv. Es entspricht also der",4
Gitarre,lockere Chefin,Miriam,Luisa,gut,"4

Erklärung:
Luisa hat die Gitarre von Miriam gehört und sagt, dass es ""gut"" war.",4
Gitarre,lockere Chefin,Anna,Katharina,gut,"_____________
1 Antwort
Es gibt 1 weitere Antwort
1. 4
2. 3

Ich hoffe, das",1
Gitarre,lockere Chefin,Anna,Katharina,gut,"3

Die Skala reicht von 1 bis 5 Herzen. Katharina hat gesagt, dass es gut war. Das",3
Gitarre,lockere Chefin,Luisa,Sophie,gut,"4

Erklärung:
Die Antwort ist 4, weil die Aussage von Sophie ""Es war gut"" relativ positiv ist. Sie",4
Gitarre,lockere Chefin,Katharina,Sophie,gut,"3

Erklärung:
Sophie hat lediglich gesagt, dass die Gitarre ""gut"" war. Sie hat nicht",3
Gitarre,lockere Chefin,Sophie,Katharina,gut,"4

Die Antwort ist korrekt, da Katharina's Aussage ""Es war gut"" ein positives Feedback ist, das anzeigt",4
Gitarre,lockere Chefin,Sophie,Katharina,gut,"3

Erklärung:
Katharina hat die Gitarre-Spielerei von Sophie neutral-durchschnittlich bewert",3
Gitarre,lockere Chefin,Katharina,Miriam,gut,"_______________

Lösung:
Die Antwort ist 3. Miriam fand das Vorspiel neutral/durchschnittlich. Sie sagte",3
Gitarre,lockere Chefin,Sophie,Anna,gut,"4

Die Antwort 4 ist die beste Wahl, da die Aussage von Anna, ""Es war gut"", eine positive Bewertung ist,",4
Gitarre,lockere Chefin,Miriam,Katharina,gut,"4

Begründung:
Katharina hat das Vorspiel gefunden, als ""gut"" (Aussage von Kath",4
Gitarre,lockere Chefin,Luisa,Miriam,gut,"4
Begründung: Miriam hat ein positives Urteil gefällt und gibt dem Spiel der Gitarre 4 von 5",4
Gitarre,lockere Chefin,Sophie,Luisa,gut,"4
Die Begründung:
Luisa hat angesagt, dass die Musik ""gut"" war. Dies ist eine positive",4
Gitarre,lockere Chefin,Sophie,Katharina,gut,"3

Die Antwort ist korrekt. Die Aussage von Katharina ist neutral und gibt nicht positiv oder negativ. Die Auss",3
Gitarre,lockere Chefin,Katharina,Sophie,gut,"3

Die Antwort ist 3, da Sophie ein neutrales Urteil fällt und keine sehr positive oder negative Meinung zu Kathar",3
Gitarre,lockere Chefin,Luisa,Anna,gut,"3


Jedoch, wenn man genauer hinschaut, könnte man auch annehmen, dass die Aussage von Anna eher posit",3
Gitarre,lockere Chefin,Anna,Katharina,gut,"4


Die Antwort ist 4, da Katharina's Aussage ""Es war gut"" positiv und freundlich klingt,",4
Gitarre,lockere Chefin,Luisa,Sophie,gut,"3


Das Vorspiel war neutral, durchschnittlich gut. Sophie hat nicht übertrieben oder unterschätzt, sondern eine",3
Gitarre,lockere Chefin,Miriam,Luisa,gut,"3
Luisa's answer is neutral, not too positive or negative. She just says ""Es war gut"" which means ""it was",3
Gitarre,lockere Chefin,Miriam,Luisa,gut,"4

Richtig! Das war gut. Die Aussage von Luisa ist eher positiv, aber nicht übertrieben positiv, daher",4
Gitarre,lockere Chefin,Sophie,Luisa,gut,"3

Erklärung:
Die Antwort ist 3, weil die Aussage von Luisa neutral ist und keine extreme Meinung enthält.",3
Gitarre,lockere Chefin,Miriam,Anna,gut,"3

Begründung:
Anna hat die Gitarre-Musik zugehört, aber sie hat keine explizite positive",3
Gitarre,lockere Chefin,Sophie,Anna,gut,"4

Die Antwort ist korrekt.
4 von 5 Herzen (eher positiv). Anna hat ihre Meinung positiv formul",4
Gitarre,lockere Chefin,Luisa,Sophie,gut,"4

Erklärung: Sophie hat die Musik von Luisa gehört und gefallen gefunden. Sie hat nicht genauer ausgeführt, warum",4
Gitarre,lockere Chefin,Luisa,Sophie,gut,"3

Gründe:
Sophie hat gesagt, dass es ""gut"" war, was eine neutrale und durchschnittliche Bewert",3
Gitarre,lockere Chefin,Katharina,Sophie,gut,"3

Erklärung:
Sophie hat die Musik von Katharina gehört und sagt, sie war ""gut"". Die Antwort ""Es",3
Gitarre,lockere Chefin,Miriam,Katharina,gut,"3

Erklärung: Katharina hat eine neutrale Bewertung abgegeben. Sie hat nicht gesagt, dass es ""se",3
Gitarre,lockere Chefin,Sophie,Miriam,gut,"3

Es ist neutral/durchschnittlich, Miriam hat das Vorspiel als ""gut"" bezeichnet. Es gab keine",3
Gitarre,lockere Chefin,Luisa,Anna,gut,"3

Es war gut. Dies ist eine neutrale Aussage, die nicht übermäßig positiv oder negativ ist. Anna hat",3
Gitarre,lockere Chefin,Anna,Miriam,okay,"3

Die Antwort ist 3, weil Miriam das Vorspiel neutral/durchschnittlich fand. Die Aussage ""Es",3
Gitarre,lockere Chefin,Luisa,Katharina,okay,"3

(Translation)
Instructions:
Read the following scenario and rate how Katharina really felt about the prelude.
Scenario:
Luisa",3
Gitarre,lockere Chefin,Miriam,Katharina,okay,"3
Die Erklärung: Katharina fand das Vorspiel durchschnittlich oder neutral. Sie gibt eine neutrale Antwort",3
Gitarre,lockere Chefin,Anna,Luisa,okay,"3

Luisa hat neutral / durchschnittlich bewertet. Die Antwort ist 3 von 5 Herzen. Sie hat",3
Gitarre,lockere Chefin,Miriam,Sophie,okay,"3

Die Antwort ist korrekt, da die Aussage von Sophie ""Es war  okay"" neutral und durchschnittlich ist und",3
Gitarre,lockere Chefin,Miriam,Anna,okay,"3

Die Bewertung:
Anna sagt, dass das Vorspiel ""ok"" war. Das ist eine neutrale Bewertung, die w",3
Gitarre,lockere Chefin,Katharina,Miriam,okay,"3
Die Antwort ist korrekt.
Das Vorspiel war neutral / durchschnittlich für Miriam. Es war ""okay"",",3
Gitarre,lockere Chefin,Luisa,Anna,okay,"**4**
(Das ist meine beste Schätzung.)",4
